(u'Geico SportsNite', [])
(u"Jim Shockey's The Professionals", [])
(u'The Holiday Show', [])
(u'The Long, Long Holiday', [u'Animation', u'Drama', u'Family'])
(u'The Snowden, Raggedy Ann and Andy Holiday Show', [])
(u'The Roman Holidays', [u'Family', u'Animation'])
(u'I Love the Holidays', [])
(u'Holidays in the Danger Zone', [u'Documentary'])
(u'Great Things About the Holidays', [])
(u'Holidays in the Axis of Evil', [u'Documentary'])
(u'The Great American Baking Show', ['Reality'])
(u'Shades of Blue', [u'Drama', u'Crime'])
(u'The Innocent Man', [u'Drama', u'Romance'])
(u"Who's the Boss?", [u'Comedy'])
(u'The Very Big Boss', [u'Comedy'])
(u'The Perfect Boss ', [])
(u'Pablo Escobar, The Drug Lord', [u'Crime', u'Drama'])
(u'Break with the Boss', [])
(u'Protect the Boss', [u'Comedy', u'Romance'])
(u'Be the Boss', [])
(u'Meet the Boss', [u'Documentary'])
(u'Beat the Boss', [])
(u'The Boss Is Coming to Dinner', [])
(u'I kto tu rzadzi?', [])
(u'Streets of Compton', [u'Documentary'])
(u'Crime & Punishment', ['Reality', u'Drama'])
(u'Crime & Punishment', [])
(u'Crime and Punishment', [])
(u"Tony Robinson's Crime and Punishment", [u'Documentary'])
(u'Crime & Punishment: The Complete Miniseries', [])
(u'Tsumi to Batsu: A Falsified Romance', [u'Drama', u'Crime'])
(u'In the Heat of the Night', [u'Crime', u'Drama'])
(u'Pulver', [])
(u'Stargate 2012', [u'Documentary'])
(u'London 2012 Olympic Games', [])
(u'Paralympics London 2012 \u2013 Highlights', [])
(u'Star Awards 2012', [])
(u'La marat\xf3 2012', [])
(u'2012 Olympic Opening Ceremony', [])
(u'2012 Summer Paralympics', [])
(u'Junior Dance 2012', [])
(u'2012 Het Jaar Nul', [])
(u'Fan Pan Tae 2012', [])
(u'London 2012 Olympic Games', [])
(u'London 2012 Olympic Games Primetime', [])
(u'2012 Toyota AFL Grand Final', [])
(u'So\xf1ando por Bailar 2012', [])
(u'2012 Emirates Melbourne Cup Carnival', [])
(u"86th Annual Macy's Thanksgiving Day Parade (2012)", [])
(u'Y\xf4kai ningen Bem (2012)', [u'Fantasy', u'Adventure'])
(u'Wildest Latin America', [u'Documentary'])
(u'London 2012 Paralympic Opening Ceremony: Enlightenment', [])
(u'Best Bars In America', [u'Documentary'])
(u'Wheel of Fortune', [])
(u'Wheel of Fortune', [])
(u'Wheel of Fortune', [])
(u'Wheel of Fortune', [])
(u'Wheel of Fortune', [])
(u'Wheel of Fortune', [])
(u'Wheel of Fortune', [])
(u'Wheel of Fortune', [])
(u'Million Dollar Wheel of Fortune', [])
(u'The Rookie', [u'Drama'])
(u'The Oldest Rookie', [u'Drama', u'Crime'])
(u'The NRL Rookie', ['Reality'])
(u'The Rookies', [u'Drama'])
(u'The Rookies', [u'Comedy'])
(u'Hero Factory', [u'Animation'])
(u'The Chase', [u'Drama'])
(u'The Chase', [])
(u'The Paper Chase', [u'Drama'])
(u'The Chase', [])
(u'The Great Chase', [])
(u'The Long Chase', [])
(u'Cut to the Chase', [])
(u'The Doombolt Chase', [])
(u'The Fertility Chase', [u'Documentary'])
(u'The Chevy Chase Show', [])
(u'Wrestling at the Chase', [])
(u'The Chase and Sanborn Hour', [])
(u"The Chaser's War on Everything", [u'Comedy'])
(u'The Game Chasers', ['Reality'])
(u'Goober and the Ghost Chasers', [u'Animation'])
(u'The Chaser Decides', [])
(u'The Election Chaser', [u'Comedy'])
(u'The Chaser', [u'Action', u'Crime', u'Drama', u'Thriller'])
(u'My Haunted House', [])
(u'The Recruit', [])
(u'Prometheus and Bob', [u'Comedy'])
(u'Prometheus: The Life of Balzac', [])
(u'Catfish: The TV Show', ['Reality'])
(u'Rise & Shine', [])
(u'30 for 30', [u'Documentary'])
(u'30 for 30: Soccer Stories', [u'Documentary'])
(u'El Hormiguero', [u'Comedy'])
(u'Extra', ['News'])
(u'Extra extra!', [u'Comedy'])
(u'Doctor Who Extra', [])
(u'Extra', [])
(u'Extra', [])
(u'Extra Virgin', ['Reality'])
(u'Extra Gear', [])
(u'XXS \u2013 Extra Extra Small', [])
(u'Extra 3', [])
(u'Extra Jabardasth', [])
(u'Newsround Extra', [])
(u'Extra Challenge', [])
(u'Showbiz Extra', [])
(u'Extra Dimensions', [])
(u'Celebrity Extra', [])
(u'Extra! Extra! Read All About It!', [])
(u"Footballers' Wives: Extra Time", [u'Drama'])
(u'Time Team Extra', [u'Documentary'])
(u'Room 101 \u2013 Extra Storage', [])
(u'Dancing on ice extra', [])
(u'Chrisley Knows Best', ['Reality'])
(u'For Love and Honor', [u'Drama'])
(u'Pardon the Interruption', [])
(u'Pardon the Interruption Australia', [])
(u'Nashville on the Road', [])
(u'We Bare Bears', [u'Family', u'Comedy', u'Animation'])
(u'Fox & Friends First', [])
(u'Killing Jesus', [u'Documentary', u'Drama'])
(u'The Morning After Show', [])
(u'The Junior Morning Show', [])
(u'The Morning Show', [])
(u'The Morning Show', [])
(u'The Morning Show (UK)', [])
(u'The Morning Show', [])
(u'The Morning Show with Mike and Juliet', [])
(u'The Morning Show with Sybil & Martin', [])
(u'The Lucy Show', [u'Comedy'])
(u'I Love Lucy', [u'Comedy'])
(u"Here's Lucy", [u'Comedy'])
(u'Life with Lucy', [u'Comedy'])
(u'Lazy Lucy', [])
(u'Six Wives with Lucy Worsley', [u'Documentary', u'Drama'])
(u'The Lucy\u2013Desi Comedy Hour', [u'Comedy'])
(u"Livin' with Lucy", [])
(u'Richard Loves Lucy', [])
(u'The Lucy Kennedy Show', [])
(u'Come Back, Lucy', [])
(u'Lucy in London', [])
(u'Lucy of the Southern Rainbow', [u'Animation', u'Drama'])
(u'Lucy of the Southern Rainbow', [])
(u'Lucy, the Daughter of the Devil', [u'Animation', u'Comedy'])
(u'Judith Lucy Is All Woman', [u'Documentary', u'Comedy'])
(u'Lucy the Menace of Street', [])
(u'Lucy Sullivan Is Getting Married', [u'Drama', u'Comedy'])
(u'A Very British Murder with Lucy Worsley', [u'Documentary'])
(u'Lucy Must Be Traded, Charlie Brown', [])
(u'Chopped', [])
(u'Chopped Junior', ['Reality'])
(u'Chopped Canada', [])
(u'Chopped Champions', [])
(u'Brooklyn Nine-Nine', [u'Comedy', u'Crime'])
(u"What's Happening Now!!", [u'Comedy'])
(u'Happening Now', ['News'])
(u"The Church of What's Happening Now", [])
(u'Rules of Engagement', [u'Comedy'])
(u'The Peacemaker', [])
(u'The Peacemaker: L.A. Gang Wars', [])
(u'Through the Wormhole', [u'Documentary'])
(u'Mary Kills People', [u'Drama'])
(u'Quintet', [])
(u'You Gotta Quintet', [])
(u'Bar Rescue', ['Reality'])
(u'MECH-X4', [u'Comedy'])
(u"Let's Make a Deal", [])
(u'Cheers', [u'Comedy'])
(u'Cheers', [u'Comedy'])
(u'Cheers for the Women', [u'Drama'])
(u'Cheers for Love', [])
(u'The Booze Cruise', [u'Drama', u'Comedy'])
(u'Ghostbusters', [u'Mystery', u'Animation'])
(u'The Real Ghostbusters', [u'Animation', u'Comedy', u'Mystery'])
(u'Extreme Ghostbusters', [u'Animation', u'Mystery', u'Comedy'])
(u'Slimer! And the Real Ghostbusters', [u'Animation'])
(u'Wonderland', [u'Drama'])
(u'Deadman Wonderland', [u'Animation', u'Drama', u'Mystery', 'Sci-fi & Fantasy'])
(u'Wonderland', [])
(u'Wonderland', [u'Drama'])
(u"Pidol's Wonderland", ['Sci-fi & Fantasy'])
(u'Miyuki-chan in Wonderland', [u'Animation'])
(u'Wonderland (UK)', [u'Documentary'])
(u'This Is Wonderland', [u'Drama', u'Comedy'])
(u'Alice in Wonderland', [u'Adventure', u'Family', u'Fantasy'])
(u'Adventures in Wonderland', ['Sci-fi & Fantasy'])
(u'Alice in Wonderland', [])
(u'Alice in Wonderland', [])
(u'Malice in Wonderland', [])
(u'Once Upon a Time in Wonderland', ['Sci-fi & Fantasy', u'Drama'])
(u'Welcome to Wonderland', [])
(u'Astrid in Wonderland', [])
(u'Linda in Wonderland', [])
(u'Alex in Wonderland', [])
(u'Alice in Wonderland', [u'Adventure', u'Animation', u'Fantasy'])
(u'The New Alice in Wonderland', [])
(u'Two and a Half Men', [u'Comedy'])
(u'Iron Resurrection', ['Reality'])
(u'NewsEdge at 11', [])
(u'College Football Now', [])
(u'ESPN College Football Thursday Primetime', [])
(u'ESPN2 College Football Friday Primetime', [])
(u'ESPN College Football Saturday Primetime', [])
(u'ESPN2 College Football Saturday Primetime', [])
(u'The Jewish Jesus', [])
(u'This Is Not My Life', [u'Drama'])
(u'Boundless', [])
(u'Death in Paradise', [u'Mystery', u'Drama', u'Comedy', u'Crime'])
(u"Chappelle's Show", [u'Comedy'])
(u'About a Boy', [u'Comedy', u'Drama', u'Romance'])
(u"All About Boy'z", [])
(u'Younger', [u'Comedy'])
(u'Sabrina: The Animated Series', [u'Animation', 'Sci-fi & Fantasy', u'Comedy', u'Family'])
(u'The New Adventures of Old Christine', [u'Comedy'])
(u"Navy SEALs: America's Secret Warriors", [u'Documentary'])
(u'Navy SEALS - BUDS Class 234', [u'Documentary'])
(u'Obsession: Dark Desires', [u'Drama', u'Documentary'])
(u'Flea Market Flip', [])
(u'News 13 This Morning', ['News'])
(u'The Big Valley', [u'Western'])
(u'Love of the Aegean Sea', [])
(u'Rosy Business: Righteous Sea of Heroic Love', [])
(u'Season of Love', [u'Drama'])
(u'In Search of Love', [])
(u'Arthur', [u'Animation', u'Comedy'])
(u'Arthur & George', [u'Mystery'])
(u'Arthur az Angyal', [])
(u'Young Arthur', ['Sci-fi & Fantasy', u'Drama'])
(u'Arthur Rubinstein', [])
(u'Count Arthur Strong', [u'Comedy'])
(u'Arthur of the Britons', [u'Drama'])
(u'The Jean Arthur Show', [u'Comedy'])
(u"Arthur C. Clarke's Mysterious World", [u'Documentary'])
(u'King Arthur and the Knights of the Round Table ', [])
(u'Arthur Saves the Day', [])
(u"Arthur Hailey's The Moneychangers", [u'Drama'])
(u'The Arthur Askey Show', [])
(u'The Arthur Murray Party', [])
(u'The Beatrice Arthur Special', [])
(u'Arthur And Phil Go Off...', [])
(u'The Legend of King Arthur', [])
(u'King Arthur & the Knights of Justice', [u'Animation', 'Sci-fi & Fantasy'])
(u"Arthur Godfrey's Talent Scouts", [u'Comedy'])
(u'The Lost World', ['Sci-fi & Fantasy'])
(u'Family Guy', [u'Animation', u'Comedy'])
(u'The Girls Next Door: The Bunny House', [])
(u'Peter Allen: Not the Boy Next Door', [])
(u'Bates Motel', [u'Drama', u'Mystery'])
(u'The Waltons', [u'Drama'])
(u'The Getaway', [])
(u'Whammy! Push Your Luck', [])
(u'Whammy! The All-New Press Your Luck', [])
(u'Burn Notice', [u'Drama'])
(u'Life Today with James Robison', [])
(u'Planes That Changed The World', [u'Documentary'])
(u'A Haunting', [u'Documentary'])
(u'Haunting: Australia', ['Reality', u'Drama'])
(u'Murder Chose Me', [u'Crime'])
(u'UFO Files', [u'Documentary'])
(u'Hangar 1: The UFO Files', [])
(u'Cake Boss', [u'Family'])
(u'Quick Pitch', [])
(u'Roseanne', [u'Comedy'])
(u'The Real Roseanne Show', [])
(u'The Roseanne Show', [])
(u"Roseanne's Nuts", [])
(u'NCIS: New Orleans', [u'Drama'])
(u'Girls Gone Wild Presents: Search for the Hottest Girl in America', [])
(u'Girls Gone Wild', [])
(u'Family Feud', [])
(u'Family Feud', [])
(u'Family Feud', [])
(u'Family Feud', [])
(u'Celebrity Family Feud', ['Reality'])
(u'Family Feud', [])
(u"Bert's Family Feud", [])
(u'Family Feud Broadcast History', [])
(u'Family Feud: The Showdown Edition', [])
(u'Disappeared', [u'Documentary', u'Drama'])
(u'Texas Country Reporter', [u'Documentary'])
(u'Spell of the Moon', [u'Drama'])
(u'Slayers: The Book of Spells', [])
(u'The Ultimate Book of Spells', [])
(u'Spellbinder: Land of the Dragon Lord', [])
(u'The Great American Celebrity Spelling Bee', [])
(u'The Great New Zealand Spelling Bee', [])
(u'The Party', [])
(u'The Big Party', [])
(u'The Political Party', [])
(u'Life of the Party', [u'Drama', u'Comedy'])
(u'The Stagg Party', [u'Documentary'])
(u'The Tea Party', [])
(u'The Garden Party', [])
(u'The Arthur Murray Party', [])
(u'Party at the Palms', [])
(u'The Art of the Party', [])
(u"The Devil's Dinner Party", [])
(u"Ed The Sock's Night Party", [])
(u'The Party Machine With Nia Peeples', [])
(u'The Party Machine with Nia Peeples', [])
(u'Rehab: Party at the Hard Rock Hotel', [u'Documentary'])
(u'The Next Food Network Star After Party', [])
(u'Party Line with The Hearty Boys', [])
(u'Rehab: Party at the Hard Rock Hotel', [])
(u'Life Of The Party: The Pamela Harriman Story', [])
(u'Buddy Holly: Listen to Me; The Ultimate Buddy Party', [])
(u'Dead Like Me', ['Sci-fi & Fantasy', u'Drama', u'Comedy'])
(u'Jewelry Making', [])
(u"Umphrey's McGee: Live", [])
(u"Daryl's Restoration Over-Hall", ['Reality'])
(u'Talk Of The Town', [])
(u'Talk of the Town', [])
(u'Sweat Equity', [])
(u'Yukon Gold', [])
(u'The Virgin Queen', [u'Drama'])
(u'Parental Guidance', [u'Drama'])
(u'MeatEater', [])
(u'Diners, Drive-Ins and Dives', [u'Documentary'])
(u'House', [u'Drama', u'Comedy', u'Mystery'])
(u'Full House', [u'Comedy', u'Family'])
(u'House Husbands', [u'Drama'])
(u'House of Cards', [u'Drama'])
(u"Bluebird's House", [u'Comedy', u'Family', u'Romance'])
(u'Playing House', [u'Comedy'])
(u'Safe House', [u'Drama'])
(u'Crooked House', [u'Drama', 'Sci-fi & Fantasy'])
(u'Noble House', [u'Drama'])
(u'Girls In The House', [u'Animation', u'Comedy'])
(u'Fuller House', [u'Family', u'Comedy'])
(u'Bleak House', [u'Drama'])
(u'House Rules', [])
(u'2nd House', [u'Drama'])
(u'Summer House', [u'Drama'])
(u'House Arrest', [u'Comedy'])
(u'Clean House', [])
(u'Rich House, Poor House', [])
(u'House of Lies', [u'Comedy', u'Drama'])
(u'House Hunters International', [])
(u'Pop! Goes the Country', [])
(u'True Confessions', [])
(u'Alien Abductions: True Confessions', [])
(u'True Confessions of a Hollywood Starlet', [])
(u'Naked and Afraid XL', ['Reality'])
(u'Science of Stupid', [])
(u'The Blacklist', [u'Crime', u'Drama', u'Mystery'])
(u'The Blacklist: Redemption', [])
(u'The Black List Redemption', [])
(u'Ring: The Final Chapter', [u'Drama', u'Mystery'])
(u'Queen of the Ring', [])
(u'Ring the Bell', [])
(u'Charity Lords of the Ring', [])
(u"Wagner's Ring: The Bayreuth Centennial Production", [])
(u'Flintoff: From Lords to the Ring', [u'Documentary'])
(u'Ring of Power - The Empire of the City', [u'Documentary'])
(u'The Fight - Boxing In and Out of the Ring', [u'Documentary'])
(u'Rings on Their Fingers', [u'Comedy'])
(u'The Singing Ringing Tree', [])
(u'As the Bell Rings', [])
(u'Family of Spies', [])
(u'Dark Kingdom: The Dragon King', ['Sci-fi & Fantasy', u'Drama'])
(u'Ring Ring Bell', [])
(u"Guy's Grocery Games", ['Reality'])
(u'Body Beast', [])
(u'Tosh.0', [u'Comedy'])
(u'Gunsmoke', [u'Western'])
(u'Gunsmoke : The Long Ride', [])
(u'Kevin Can Wait', [u'Comedy'])
(u'Scent of a Woman', [u'Drama', u'Comedy'])
(u'Extreme Couponing', [u'Documentary'])
(u'World Poker Tour', [])
(u'Mickey and the Roadster Racers', [])
(u'Carol Channing and Pearl Bailey: On Broadway', [])
(u'Bruce Springsteen and the E Street Band: Live in New York City', [])
(u'Parks and Recreation', [u'Comedy'])
(u'Monk', [u'Drama', u'Mystery', u'Crime', u'Comedy'])
(u'Little Monk', [u'Comedy', u'Crime', u'Drama'])
(u'Monk Little Dog', [])
(u'Shaolin Monk Warriors', [])
(u'The Legend of Crazy Monk', [u'Comedy', u'Drama'])
(u'12 Monkeys', [u'Drama', u'Science Fiction'])
(u'Monkey', ['Sci-fi & Fantasy', u'Comedy'])
(u'The Monkees', [u'Comedy'])
(u'Monkey Life', [u'Documentary'])
(u'Grease Monkeys', [])
(u'Code Monkeys', [u'Animation', u'Comedy'])
(u'Monkey Dust', [u'Animation', u'Comedy'])
(u'Monkey Turn', [u'Animation'])
(u'Monkey Trousers', [u'Comedy'])
(u'Lunch Monkeys', [u'Comedy'])
(u'Power Monkeys', [u'Comedy'])
(u'Tractor Monkeys', [u'Comedy'])
(u'Love Monkey', [u'Drama', u'Comedy'])
(u'Monkey Magic', [u'Animation'])
(u'Ballot Monkeys', [u'Comedy'])
(u'Desus & Mero', [])
(u'Magnolia', [])
(u'Steel Magnolias', [])
(u'Goldie & Bear', [u'Animation'])
(u'Thomas & Friends', [u'Animation'])
(u'Ash vs Evil Dead', [u'Action', u'Comedy', u'Fantasy', u'Horror'])
(u'Cops', ['Reality'])
(u'C.O.P.S.', [u'Animation'])
(u'Devon and Cornwall Cops', [])
(u'Die Rosenheim-Cops', [u'Crime'])
(u'Cops L.A.C.', [u'Drama'])
(u'The Mod Squad', [u'Action', u'Drama'])
(u'Campus Cops', [u'Comedy'])
(u'Star Cops', [u'Mystery'])
(u'Flikken Maastricht', [u'Crime'])
(u'Traffic Cops', [])
(u'Brit Cops', [u'Documentary'])
(u'Top Cops', [])
(u'Rail Cops', [])
(u'Kalgoorlie Cops', [u'Documentary'])
(u'Campus Cops', [])
(u'Road Cops', [])
(u'Traffic Cops', [u'Documentary'])
(u'Funky Cops', [u'Animation'])
(u'Caribbean Cops', [u'Documentary'])
(u'Paranormal Cops', [u'Documentary'])
(u'Are You The One: Second Chances', ['Reality'])
(u'Dragons Alive', [u'Documentary'])
(u'Charmed', [u'Comedy', u'Drama', u'Mystery'])
(u'Charmed Lives', [])
(u'Charmed Teens', [u'Drama', u'Comedy'])
(u'Dallas SWAT', [])
(u"California's Gold", [])
(u'Dead Set on Life', [u'Documentary'])
(u'Hairspray: The School Musical', ['Reality'])
(u'Unstoppable Marriage', [])
(u'The Unstoppables', [])
(u'High Kick!', [u'Drama', u'Comedy'])
(u'Primal Survivor', [])
(u'Bong App\xe9tit', [u'Documentary'])
(u'Dateline on ID', [])
(u'Mysteries of the Abandoned', [u'Documentary'])
(u'Homicide Hunter: Lt Joe Kenda', ['Reality', u'Documentary'])
(u'Family Matters', [u'Comedy'])
(u'Family Matters', [])
(u'Family Matters', [])
(u'Family Matters (UK)', [])
(u'Family Matters (NL)', [])
(u'Facts For Life: Family Matters', [])
(u'Everybody Loves Raymond', [u'Comedy'])
(u'Constantine', [u'Drama', 'Sci-fi & Fantasy'])
(u'Bowhunter TV', [])
(u'Daybreak', [])
(u'Daybreak', [u'Drama'])
(u'Daybreak Scotland', ['News'])
(u'Mars Daybreak', [u'Animation', u'Comedy'])
(u'CNN Daybreak', [])
(u'Solar Daybreak', [])
(u'Daybreak Northern Ireland', ['News'])
(u'Seinfeld', [u'Comedy'])
(u'Jerry Seinfeld: The Comedian Award', [])
(u"Lil' Red Riding Hood Cha-Cha", [u'Animation', u'Comedy'])
(u'Big Red Riding Hood', [])
(u'Angie Tribeca', [u'Comedy'])
(u'Christmas Through the Decades', [u'Family', u'Documentary', u'History'])
(u'Delia Through The Decades', [])
(u'Mr. Pickles', [u'Animation', u'Comedy'])
(u'Kabaneri of the Iron Fortress', [u'Animation', 'Sci-fi & Fantasy'])
(u'The Fortress', [])
(u'Fortress Besieged', [])
(u'Yonna in the Solitary Fortress  (8. April 2006)', ['Sci-fi & Fantasy', u'Drama'])
(u'Macross', [u'Animation', u'Drama'])
(u'Glamorous Temptation', [u'Drama', u'Romance'])
(u'Tank Knights Portriss', [u'Animation', u'Comedy'])
(u'Genesis Climber MOSPEADA', [u'Animation', 'Sci-fi & Fantasy'])
(u'Secrets of the Underground', ['Reality'])
(u'Sherlock Holmes', [u'Mystery', u'Drama', u'Crime'])
(u'Sherlock Holmes', [u'Mystery'])
(u'Sherlock Holmes', [u'Mystery', u'Crime', u'Drama'])
(u'Sherlock Holmes', [u'Crime', u'Adventure', u'Thriller'])
(u'Sherlock Holmes', [u'Mystery', u'Drama'])
(u'Sherlock Hound', [u'Animation', u'Adventure'])
(u'Sherlock Holmes', [])
(u'Sherlock Holmes', [u'Drama'])
(u'Sherlock Holmes', [u'Crime'])
(u'The Rivals of Sherlock Holmes', [u'Drama'])
(u'Sherlock Holmes', [u'Adventure'])
(u'The Adventures of Sherlock Holmes and Dr. Watson', [u'Mystery', u'Drama'])
(u'Elementary', [u'Drama', u'Mystery', u'Crime'])
(u'Sherlock Holmes (CA)', [])
(u'The Memoirs of Sherlock Holmes', [])
(u'Sherlock Holmes in the 22nd Century', [u'Animation', u'Drama'])
(u'Tales Of The Rodent Sherlock Holmes', [])
(u'Sherlock Holmes und die sieben Zwerge', [u'Family'])
(u'Murder Rooms: The Dark Beginnings of Sherlock Holmes', [u'Drama'])
(u'The Hound Of The Baskervilles', [])
(u'The Pillars of the Earth', [u'Drama'])
(u'Call the Midwife', [u'Drama'])
(u'Call of the Wildman', [])
(u'The Call', [])
(u'The Call', ['News'])
(u'The Call Centre', [])
(u'Talent: The Casting Call', [])
(u'Call the Council', [])
(u'Call the Gun Expert', [])
(u'Call of the Country', [u'Comedy', u'Drama'])
(u'Call of the Wild', [u'Family'])
(u'Call of the Wild', [])
(u'The Big Call', [])
(u"Let's Call the Whole Thing Orff", [])
(u"Let's Call The Whole Thing Off", [])
(u'When Calls The Heart', [u'Drama'])
(u'The Strange Calls', [u'Comedy'])
(u'Man Called X', [])
(u'House Calls: The Big Brother Talk Show', [])
(u'Judgment: The Court Martial of Lt. William Calley', [])
(u'Nidaa Al Rahman', [])
(u'Good Times, Bad Times', [])
(u'Good Times', [u'Comedy'])
(u'Good Times', [u'Crime', u'Drama'])
(u'Justin Lee Collins: Good Times', [u'Comedy'])
(u'When Good Times Go Bad', [])
(u'The Good Times Are Killing Me', [])
(u'The Interns', [u'Drama'])
(u'The Real Football Factories International', [u'Documentary'])
(u'The Internet Ruined My Life', ['Reality'])
(u'The Interns Show', [])
(u'Download: The True Story of the Internet', [u'Documentary'])
(u'The Internet Age', [u'Documentary'])
(u'The Simple Life 3: Interns', [])
(u'Download: The True Story of the Internet', [])
(u'Nerds 2.0.1: A Brief History of the Internet', [u'Documentary'])
(u'The Next Iron Chef America International', [])
(u'From the Heart... The First International Very Special Arts Festival', [])
(u'David Frost Presents: The Fifth International Book of World Records', [])
(u'David Frost Presents: The Fourth International Guinness Book of World Records', [])
(u'International Sexy Ladies', [u'Documentary', u'Comedy'])
(u'Buying Alaska', ['Reality'])
(u'In the Heat of the Night', [u'Crime', u'Drama'])
(u'Heat of the Sun', [u'Drama'])
(u'The Heat Is On', [])
(u'The Heat Is On', [])
(u'The Heat with Mark McEwan', [])
(u'Turn Up the Heat with G. Garvin', [])
(u'Heathcliff & the Catillac Cats', [u'Family', u'Animation'])
(u'The Hector Heathcote Show', [])
(u'Gadget Boy and Heather: Gadget Boy Saves the World', [])
(u'McMillan & Wife', [u'Mystery'])
(u'Next', [u'Mystery', u'Drama', u'Comedy'])
(u"America's Next Top Model", ['Reality'])
(u'NEXT 3', [u'Drama'])
(u'Star Trek: The Next Generation', [u'Drama', u'Mystery', 'Sci-fi & Fantasy'])
(u'Slayers Next', [u'Action', u'Animation', u'Comedy', u'Fantasy'])
(u'Next', ['Reality'])
(u'Boruto: Naruto Next Generations', [u'Animation'])
(u'Degrassi', [u'Drama'])
(u'True Love Next Door', [])
(u'The Next Step', [u'Family', u'Drama'])
(u'Degrassi: Next Class', [u'Drama'])
(u"Oprah's Next Chapter", [])
(u'Rebirth - Next', [])
(u'Exo Next Door', [u'Comedy', u'Drama'])
(u"Australia's Next Top Model", ['Reality'])
(u'The Girls Next Door', [])
(u'The Next Generation -Patlabor-', [u'Action', u'Comedy', u'Science Fiction'])
(u'The Next Food Network Star', ['Reality'])
(u'Next Caller', [u'Comedy'])
(u'The Next Iron Chef', [])
(u'Cheaters', [])
(u'The Cheaters', [u'Drama'])
(u'Our Little Family', [])
(u'Dog Whisperer', [u'Family'])
(u'Conan', [u'Comedy'])
(u'Detective Conan', [u'Animation', u'Comedy', u'Mystery', 'Sci-fi & Fantasy'])
(u'Conan', [])
(u"Late Night with Conan O'Brien", [])
(u"The Tonight Show with Conan O'Brien", [u'Comedy'])
(u'Conan the Adventurer', ['Sci-fi & Fantasy', u'Drama'])
(u'Conan the Adventurer', [u'Animation', 'Sci-fi & Fantasy'])
(u'Conan and the Young Warriors', ['Sci-fi & Fantasy', u'Animation'])
(u"The Tonight Show with Conan O'Brien", [])
(u'Conan, the Boy in Future', [u'Animation', u'Drama', u'Comedy', u'Drama'])
(u'The Lost World', ['Sci-fi & Fantasy'])
(u'The Strangers', [])
(u'Strangers: The Story of a Mother and Daughter', [])
(u"F*ck That's Delicious", ['Reality'])
(u'Sanford and Son', [u'Comedy'])
(u'People Like Us', [u'Comedy'])
(u'People Like Us', [u'Documentary'])
(u'People Like Us', [])
(u'America This Morning', ['News'])
(u'Window on the World', [])
(u'The Magic Window', [])
(u'The Dan Patrick Show', [])
(u'The Covenant ', [u'Drama', 'Sci-fi & Fantasy'])
(u'My Little Pony: Friendship Is Magic', ['Sci-fi & Fantasy', u'Animation', u'Comedy', u'Family'])
(u'Amistades Peligrosas', [u'Drama'])
(u'A Friendship in Vienna', [])
(u'Graveyard Carz', ['Reality'])
(u'La rosa de Guadalupe', [u'Drama'])
(u'See No Evil', [u'Crime', u'Documentary', 'Reality'])
(u'See No Evil: The Moors Murders', [u'Drama'])
(u'On the Money', ['News'])
(u'On the Money with Maria Bartiromo', [])
(u'The 20 Quickest Ways to Make Money on your Property', [])
(u'Law of the Jungle', ['Reality'])
(u'Gold Fever', [u'Documentary'])
(u'Gold Fever', [])
(u'Chicago Med', [u'Drama'])
